Team,Season,Stage,HomeOrAway,home_team_goal,away_team_goal,Result
Borussia Mönchengladbach,2009/2010,25,Away,1,1,T
Borussia Mönchengladbach,2009/2010,26,Home,0,2,L
Borussia Mönchengladbach,2009/2010,27,Away,0,4,W
Borussia Mönchengladbach,2009/2010,28,Home,2,2,T
Borussia Mönchengladbach,2009/2010,29,Away,1,0,L
Borussia Mönchengladbach,2009/2010,30,Home,1,1,T
Borussia Mönchengladbach,2009/2010,31,Away,1,0,L
Borussia Mönchengladbach,2009/2010,32,Home,1,3,L
Borussia Mönchengladbach,2009/2010,33,Away,1,1,T
Borussia Mönchengladbach,2009/2010,34,Home,0,2,L
Borussia Mönchengladbach,2010/2011,1,Home,1,1,T
Borussia Mönchengladbach,2010/2011,2,Away,0,3,W
Borussia Mönchengladbach,2010/2011,3,Home,2,0,W
Borussia Mönchengladbach,2010/2011,4,Away,3,0,L
Borussia Mönchengladbach,2010/2011,5,Home,5,3,W
Borussia Mönchengladbach,2010/2011,6,Away,1,4,W
Borussia Mönchengladbach,2010/2011,7,Home,1,1,T
Borussia Mönchengladbach,2010/2011,8,Away,1,1,T
Borussia Mönchengladbach,2010/2011,9,Home,0,0,T
Borussia Mönchengladbach,2010/2011,10,Away,1,0,L
Borussia Mönchengladbach,2010/2011,11,Home,3,1,W
Borussia Mönchengladbach,2010/2011,12,Away,3,3,T
Borussia Mönchengladbach,2010/2011,13,Home,1,1,T
Borussia Mönchengladbach,2010/2011,14,Away,1,2,W
Borussia Mönchengladbach,2010/2011,15,Home,2,2,T
Borussia Mönchengladbach,2010/2011,16,Away,0,3,W
Borussia Mönchengladbach,2010/2011,17,Home,0,3,L
Borussia Mönchengladbach,2010/2011,18,Away,0,1,W
Borussia Mönchengladbach,2010/2011,19,Home,0,2,L
Borussia Mönchengladbach,2010/2011,20,Away,3,0,L
Borussia Mönchengladbach,2010/2011,21,Home,0,1,L
Borussia Mönchengladbach,2010/2011,22,Away,3,1,L
Borussia Mönchengladbach,2010/2011,23,Home,2,2,T
Borussia Mönchengladbach,2010/2011,24,Away,2,1,L
Borussia Mönchengladbach,2010/2011,25,Home,0,3,L
Borussia Mönchengladbach,2010/2011,26,Away,0,0,T
Borussia Mönchengladbach,2010/2011,27,Home,2,0,W
Borussia Mönchengladbach,2010/2011,28,Away,4,0,L
Borussia Mönchengladbach,2010/2011,29,Home,3,2,W
Borussia Mönchengladbach,2010/2011,30,Away,1,0,L
Borussia Mönchengladbach,2010/2011,31,Home,1,1,T
Borussia Mönchengladbach,2010/2011,32,Away,3,3,T
Borussia Mönchengladbach,2010/2011,33,Home,3,0,W
Borussia Mönchengladbach,2010/2011,34,Away,2,1,L
Borussia Mönchengladbach,2011/2012,1,Away,0,1,W
Borussia Mönchengladbach,2011/2012,2,Home,1,1,T
Borussia Mönchengladbach,2011/2012,3,Home,2,2,T
Borussia Mönchengladbach,2011/2012,4,Away,1,1,T
Borussia Mönchengladbach,2011/2012,5,Home,2,2,T
Borussia Mönchengladbach,2011/2012,6,Away,0,0,T
Borussia Mönchengladbach,2011/2012,7,Home,2,2,T
Borussia Mönchengladbach,2011/2012,8,Away,1,0,L
Borussia Mönchengladbach,2011/2012,9,Home,2,1,W
Borussia Mönchengladbach,2011/2012,10,Away,4,0,L
Borussia Mönchengladbach,2011/2012,11,Home,1,1,T
Borussia Mönchengladbach,2011/2012,12,Away,2,0,L
Borussia Mönchengladbach,2011/2012,13,Home,1,4,L
Borussia Mönchengladbach,2011/2012,14,Away,1,1,T
Borussia Mönchengladbach,2011/2012,15,Home,2,2,T
Borussia Mönchengladbach,2011/2012,16,Away,2,0,L
Borussia Mönchengladbach,2011/2012,17,Home,0,1,L
Borussia Mönchengladbach,2011/2012,18,Home,1,1,T
Borussia Mönchengladbach,2011/2012,19,Away,1,1,T
Borussia Mönchengladbach,2011/2012,20,Away,4,1,L
Borussia Mönchengladbach,2011/2012,21,Home,1,2,L
Borussia Mönchengladbach,2011/2012,22,Away,1,1,T
Borussia Mönchengladbach,2011/2012,23,Home,3,0,W
Borussia Mönchengladbach,2011/2012,24,Away,1,1,T
